date,retail_price,wholesale_price,average_temperature,average_rainfall,diesel_price
2025-10-13,266.2962962962963,92.72727273,16.83,12.2,277.0
2025-10-20,250.83333333333337,91.0,15.78,7.53,277.0
2025-10-27,282.85714285714283,102.7272727,16.8,2.53,277.0
2025-11-03,287.82608695652175,151.0,16.68,2.97,277.0
2025-11-10,261.0,100.0,16.19,10.16,277.0
2025-11-17,264.2857142857143,110.0,16.5,17.3,277.0
2025-11-24,526.8421052631579,360.0,14.75,66.04,277.0
2025-12-01,458.57142857142856,171.8181818,15.94,3.43,277.0
2025-12-08,445.0,213.0,15.39,5.34,277.0
2025-12-15,447.77777777777777,255.5555556,15.58,9.1,277.0
2025-12-22,447.77777777777777,297.0,15.07,3.41,277.0
2026-03-16,346.41,186.67,16.61,4.71,303.0
2026-03-30,329.55,172.5,17.14,4.46,382.0
2026-04-06,322.35,165.5,17.94,2.46,382.0
2026-04-20,343.5,192.5,17.59,4.46,382.0
2026-04-27,321.71,172.0,17.81,3.34,382.0
2026-05-04,336.25,189.5,17.64,9.06,392.0
2026-05-11,358.59,213.5,17.32,10.13,392.0
2026-05-18,424.06,269.5,18.0,2.36,392.0
2026-06-01,510.17,341.5,17.62,4.23,407.0
2026-06-08,485.48,308.33,17.09,4.93,407.0
2026-06-15,464.5,292.22,17.74,3.04,407.0
2026-06-22,434.67,270.62,17.59,5.04,407.0
